535,4,18,0,2,True,False,False,True,False,False,
574,4,23,1,0,True,False,False,False,True,False,
240,4,10,0,0,True,False,False,False,False,True,
758,4,17,3,2,True,False,False,False,True,False,
1336,4,47,5,1,True,False,False,False,False,True,
1015,4,21,5,3,True,False,False,True,False,False,
1160,4,35,0,0,True,False,False,False,False,True,
2441,4,66,9,4,False,True,False,False,False,True,
305,4,15,0,0,True,False,False,False,False,True,
542,4,11,2,0,False,True,False,False,True,False,
420,4,24,3,0,False,True,False,False,False,True,
233,4,4,1,0,True,False,False,False,False,True,
1274,4,45,4,6,True,False,False,False,False,True,
552,4,13,1,1,True,False,False,True,False,False,
496,4,13,0,0,True,False,False,True,False,False,
1647,4,67,0,14,False,False,True,False,False,True,
995,4,27,3,3,True,False,False,True,False,False,
1272,4,6,3,4,True,False,False,True,False,False,
612,4,24,0,3,True,False,False,False,True,False,
489,4,15,0,0,True,False,False,False,False,True,
360,4,28,0,0,True,False,False,False,False,True,
235,4,10,0,2,True,False,False,False,False,True,
0,4,1,0,0,True,False,False,False,False,True,
900,4,66,0,0,True,False,False,True,False,False,
1449,4,46,1,5,True,False,False,True,False,False,
310,4,2,1,0,True,False,False,False,False,True,
58,4,2,0,0,True,False,False,False,True,False,
810,4,24,3,0,True,False,False,False,False,True,
849,4,20,1,0,True,False,False,False,True,False,
851,4,25,2,1,True,False,False,True,False,False,
1046,4,49,1,3,True,False,False,False,True,False,
47,4,2,0,0,True,False,False,False,True,False,
187,4,3,4,1,True,False,False,True,False,False,
532,4,24,8,0,True,False,False,False,False,True,
2366,4,33,5,10,False,True,False,False,False,True,
946,4,41,7,6,False,True,False,True,False,False,
2015,4,84,8,8,False,True,False,False,True,False,
604,4,4,1,2,True,False,False,True,False,False,
58,4,3,0,0,True,False,False,False,True,False,
182,4,8,0,2,False,False,True,False,False,True,
995,4,24,6,2,False,True,False,False,True,False,
228,4,11,0,1,True,False,False,True,False,False,
140,4,1,3,0,False,True,False,False,True,False,
660,4,23,0,2,True,False,False,True,False,False,
246,4,6,0,9,True,False,False,False,False,True,
357,4,11,0,0,True,False,False,True,False,False,
1577,4,48,7,3,True,False,False,False,True,False,
808,4,23,0,1,True,False,False,False,True,False,
571,4,23,4,1,True,False,False,True,False,False,
324,4,8,0,0,True,False,False,False,False,True,
806,4,29,0,1,True,False,False,False,False,True,
2118,4,29,2,8,True,False,False,False,True,False,
1570,4,70,6,6,False,False,True,True,False,False,
524,4,19,4,2,True,False,False,False,False,True,
354,4,16,0,1,True,False,False,True,False,False,
1506,4,89,3,9,True,False,False,True,False,False,
480,4,10,0,1,True,False,False,True,False,False,
424,4,12,0,2,True,False,False,False,False,True,
2079,4,28,2,8,False,False,True,False,True,False,
673,4,24,0,0,True,False,False,True,False,False,
5000,4,109,16,23,False,False,False,False,False,False,
1046,4,38,0,5,True,False,False,False,False,True,
303,4,7,1,0,True,False,False,False,False,True,
1759,4,36,6,3,True,False,False,True,False,False,
433,4,33,1,2,True,False,False,False,False,True,
1175,4,30,4,1,False,True,False,False,False,True,
1572,4,51,2,0,True,False,False,False,True,False,
925,4,18,2,5,True,False,False,True,False,False,
344,4,10,0,3,True,False,False,False,False,True,
458,4,22,2,4,True,False,False,True,False,False,
220,4,12,1,0,True,False,False,False,False,True,
379,4,8,0,1,True,False,False,True,False,False,
1151,4,19,4,0,False,True,False,False,True,False,
526,4,10,0,2,True,False,False,True,False,False,
144,4,4,2,0,False,True,False,False,True,False,
304,4,33,0,1,True,False,False,False,False,True,
654,4,19,1,0,True,False,False,False,False,True,
851,4,18,8,2,False,True,False,False,True,False,
712,4,18,2,1,True,False,False,False,True,False,
1818,4,24,4,10,True,False,False,True,False,False,
461,4,19,2,0,True,False,False,False,True,False,
206,4,6,2,2,False,True,False,False,True,False,
915,4,43,1,2,True,False,False,False,True,False,
526,4,28,2,1,True,False,False,False,False,True,
1371,4,16,8,4,True,False,False,False,True,False,
363,4,14,0,3,True,False,False,False,False,True,
327,4,20,0,0,True,False,False,False,False,True,
454,4,11,2,1,False,True,False,True,False,False,
729,4,6,3,2,True,False,False,False,True,False,
786,4,20,0,4,True,False,False,False,True,False,
2286,4,58,5,3,False,False,True,False,False,True,
1297,4,32,1,2,True,False,False,False,True,False,
1298,4,23,0,3,True,False,False,False,False,True,
338,4,5,9,0,True,False,False,True,False,False,
426,4,28,0,7,True,False,False,True,False,False,
313,4,13,3,0,True,False,False,False,True,False,
811,4,36,4,0,True,False,False,True,False,False,
2005,4,12,2,3,True,False,False,True,False,False,
964,4,27,1,0,True,False,False,True,False,False,
315,4,10,0,0,True,False,False,False,False,True,
225,4,8,0,2,True,False,False,False,False,True,
767,4,17,2,3,True,False,False,False,True,False,
227,4,13,0,0,True,False,False,False,False,True,
573,4,7,1,2,True,False,False,True,False,False,
476,4,5,2,5,False,True,False,True,False,False,
482,4,42,0,0,True,False,False,True,False,False,
135,4,4,0,0,True,False,False,False,False,True,
